CountryName,CountryCode,RegionName,RegionCode,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings
Malaysia,MYS,,,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0
Namibia,NAM,,,2020-06-01,2.0,2.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0
Niger,NER,,,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0
Nigeria,NGA,,,2020-06-01,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0
Nicaragua,NIC,,,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Netherlands,NLD,,,2020-06-01,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
Norway,NOR,,,2020-06-01,0.0,2.0,2.0,3.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Nepal,NPL,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
New Zealand,NZL,,,2020-06-01,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
Oman,OMN,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0
Pakistan,PAK,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0
Panama,PAN,,,2020-06-01,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
Pitcairn Islands,PCN,,,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,
Peru,PER,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0
Philippines,PHL,,,2020-06-01,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
Papua New Guinea,PNG,,,2020-06-01,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
Poland,POL,,,2020-06-01,2.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
Puerto Rico,PRI,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
Portugal,PRT,,,2020-06-01,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0
Paraguay,PRY,,,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
Palestine,PSE,,,2020-06-01,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
Qatar,QAT,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,4.0
Kosovo,RKS,,,2020-06-01,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1200000000.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Romania,ROU,,,2020-06-01,3.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
Russia,RUS,,,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0
Rwanda,RWA,,,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0
Saudi Arabia,SAU,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0
Sudan,SDN,,,2020-06-01,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
Senegal,SEN,,,2020-06-01,3.0,0.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
Singapore,SGP,,,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0
Solomon Islands,SLB,,,2020-06-01,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,SLE,,,2020-06-01,3.0,0.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
El Salvador,SLV,,,2020-06-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,389000000.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0
San Marino,SMR,,,2020-06-01,3.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0
Somalia,SOM,,,2020-06-01,3.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Serbia,SRB,,,2020-06-01,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0
South Sudan,SSD,,,2020-06-01,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
Suriname,SUR,,,2020-06-01,3.0,0.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Slovak Republic,SVK,,,2020-06-01,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0
Slovenia,SVN,,,2020-06-01,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
Sweden,SWE,,,2020-06-01,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Eswatini,SWZ,,,2020-06-01,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
Seychelles,SYC,,,2020-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
Syria,SYR,,,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,TCA,,,2020-06-01,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,,,1.0,3.0,2.0,,,
Chad,TCD,,,2020-06-01,3.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0
Togo,TGO,,,2020-06-01,3.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0
Thailand,THA,,,2020-06-01,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
Tajikistan,TJK,,,2020-06-01,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
Turkmenistan,TKM,,,2020-06-01,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Timor-Leste,TLS,,,2020-06-01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
Trinidad and Tobago,TTO,,,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0
Tunisia,TUN,,,2020-06-01,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
Turkey,TUR,,,2020-06-01,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
Taiwan,TWN,,,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0
Tanzania,TZA,,,2020-06-01,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
Uganda,UGA,,,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
Ukraine,UKR,,,2020-06-01,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
Uruguay,URY,,,2020-06-01,2.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
United States,USA,,,2020-06-01,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0
United States,USA,Alaska,US_AK,2020-06-01,3.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,1.0
United States,USA,Alabama,US_AL,2020-06-01,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,,,3.0
United States,USA,Arkansas,US_AR,2020-06-01,3.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
United States,USA,Arizona,US_AZ,2020-06-01,3.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0
United States,USA,California,US_CA,2020-06-01,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,3.0
United States,USA,Colorado,US_CO,2020-06-01,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,1.0,,,2.0
United States,USA,Connecticut,US_CT,2020-06-01,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,3.0,2.0,,,3.0
United States,USA,Washington DC,US_DC,2020-06-01,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,1.0,,,1.0
United States,USA,Delaware,US_DE,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,3.0
United States,USA,Florida,US_FL,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0
United States,USA,Georgia,US_GA,2020-06-01,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0
United States,USA,Hawaii,US_HI,2020-06-01,3.0,2.0,1.0,4.0,0.0,2.0,2.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,2.0
United States,USA,Iowa,US_IA,2020-06-01,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0
United States,USA,Idaho,US_ID,2020-06-01,3.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,1.0
United States,USA,Illinois,US_IL,2020-06-01,3.0,1.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,2.0,,,2.0,2.0,1.0,,,2.0
United States,USA,Indiana,US_IN,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,
United States,USA,Kansas,US_KS,2020-06-01,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,1.0
United States,USA,Kentucky,US_KY,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0
United States,USA,Louisiana,US_LA,2020-06-01,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,1.0,,,3.0
United States,USA,Massachusetts,US_MA,2020-06-01,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
United States,USA,Maryland,US_MD,2020-06-01,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,,,2.0,3.0,1.0,,,2.0
United States,USA,Maine,US_ME,2020-06-01,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
United States,USA,Michigan,US_MI,2020-06-01,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
United States,USA,Minnesota,US_MN,2020-06-01,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,2.0
United States,USA,Missouri,US_MO,2020-06-01,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,1.0
United States,USA,Mississippi,US_MS,2020-06-01,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0
United States,USA,Montana,US_MT,2020-06-01,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0
United States,USA,North Carolina,US_NC,2020-06-01,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,3.0
United States,USA,North Dakota,US_ND,2020-06-01,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0
United States,USA,Nebraska,US_NE,2020-06-01,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,3.0,1.0,,,1.0
United States,USA,New Hampshire,US_NH,2020-06-01,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,,,2.0,3.0,2.0,,,2.0
United States,USA,New Jersey,US_NJ,2020-06-01,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,,,2.0,3.0,1.0,,,2.0
United States,USA,New Mexico,US_NM,2020-06-01,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,,,2.0,3.0,2.0,,,3.0
United States,USA,Nevada,US_NV,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,2.0
United States,USA,New York,US_NY,2020-06-01,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0
United States,USA,Ohio,US_OH,2020-06-01,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,
United States,USA,Oklahoma,US_OK,2020-06-01,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,3.0,1.0,,,1.0
United States,USA,Oregon,US_OR,2020-06-01,3.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
United States,USA,Pennsylvania,US_PA,2020-06-01,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
United States,USA,Rhode Island,US_RI,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,,,2.0,3.0,1.0,,,3.0
United States,USA,South Carolina,US_SC,2020-06-01,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,1.0
United States,USA,South Dakota,US_SD,2020-06-01,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
United States,USA,Tennessee,US_TN,2020-06-01,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,3.0,1.0,,,1.0
United States,USA,Texas,US_TX,2020-06-01,3.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,1.0,,,3.0
United States,USA,Utah,US_UT,2020-06-01,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0
United States,USA,Virginia,US_VA,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,,0.0,2.0,2.0,1.0,,,1.0
United States,USA,Virgin Islands,US_VI,2020-06-01,3.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0
United States,USA,Vermont,US_VT,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,,,2.0,3.0,2.0,,,2.0
United States,USA,Washington,US_WA,2020-06-01,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
United States,USA,Wisconsin,US_WI,2020-06-01,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0
United States,USA,West Virginia,US_WV,2020-06-01,3.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0
United States,USA,Wyoming,US_WY,2020-06-01,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,,0.0,2.0
Uzbekistan,UZB,,,2020-06-01,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0
Venezuela,VEN,,,2020-06-01,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0
British Virgin Islands,VGB,,,2020-06-01,3.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,,,1.0,2.0,2.0,,,
United States Virgin Islands,VIR,,,2020-06-01,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,2020-06-01,0.0,2.0,2.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0
Vanuatu,VUT,,,2020-06-01,0.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Yemen,YEM,,,2020-06-01,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
South Africa,ZAF,,,2020-06-01,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0
Zambia,ZMB,,,2020-06-01,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0
Zimbabwe,ZWE,,,2020-06-01,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
